SAMPID,Sample,Tissue
GTEX-1HGF4-2526-SM-ADEIZ,sample6790,Adipose Tissue
GTEX-1HGF4-2626-SM-CM2SJ,sample6791,Muscle
GTEX-1HGF4-2826-SM-ADEII,sample6792,Blood Vessel
GTEX-1HGF4-3126-SM-CL54M,sample6793,Brain
GTEX-1HKZK-0001-SM-EZ6M1,sample6794,Blood
GTEX-1HKZK-0005-SM-ARL73,sample6795,Blood
GTEX-1HKZK-0226-SM-9WYUG,sample6796,Muscle
GTEX-1HKZK-0326-SM-9WYUH,sample6797,Skin
GTEX-1HKZK-0526-SM-ADEJB,sample6798,Blood Vessel
GTEX-1HKZK-0726-SM-ACKW2,sample6799,Skin
GTEX-1HKZK-0826-SM-A9G2C,sample6800,Thyroid
GTEX-1HKZK-1226-SM-9WYUR,sample6801,Esophagus
GTEX-1HKZK-1326-SM-A9G2D,sample6802,Esophagus
GTEX-1HKZK-1426-SM-A96U1,sample6803,Esophagus
GTEX-1HKZK-1726-SM-ADEJ9,sample6804,Adipose Tissue
GTEX-1HKZK-2026-SM-9WYUF,sample6805,Colon
GTEX-1HKZK-2126-SM-A9SL3,sample6806,Colon
GTEX-1HR98-0005-SM-A9SKM,sample6807,Blood
GTEX-1HR98-0011-R1a-SM-ARZLQ,sample6808,Brain
GTEX-1HR98-0011-R2a-SM-ARL7A,sample6809,Brain
GTEX-1HR98-0011-R3b-SM-A9G1U,sample6810,Brain
GTEX-1HR98-0011-R5a-SM-A9G1V,sample6811,Brain
GTEX-1HR98-0011-R9b-SM-ARL79,sample6812,Brain
GTEX-1HR98-0126-SM-B2LWI,sample6813,Skin
GTEX-1HR98-0226-SM-CGQEK,sample6814,Adipose Tissue
GTEX-1HR98-0326-SM-CGQEL,sample6815,Thyroid
GTEX-1HR98-0626-SM-CL546,sample6816,Blood Vessel
GTEX-1HR98-1026-SM-CKZOM,sample6817,Heart
GTEX-1HR98-2226-SM-ADEI2,sample6818,Skin
GTEX-1HR98-3026-SM-CNPPK,sample6819,Brain
GTEX-1HR9M-0005-SM-AHZ26,sample6820,Blood
GTEX-1HR9M-0011-R10a-SM-CM2SU,sample6821,Brain
GTEX-1HR9M-0011-R5a-SM-ARU72,sample6822,Brain
GTEX-1HR9M-0011-R6a-SM-ARU6Z,sample6823,Brain
GTEX-1HR9M-0226-SM-COH3E,sample6824,Adipose Tissue
GTEX-1HR9M-0326-SM-CL549,sample6825,Muscle
GTEX-1HR9M-0526-SM-ACKVP,sample6826,Blood Vessel
GTEX-1HR9M-0626-SM-A96S6,sample6827,Thyroid
GTEX-1HR9M-1426-SM-A9SMB,sample6828,Adipose Tissue
GTEX-1HR9M-2226-SM-CNPPY,sample6829,Skin
GTEX-1HSEH-0126-SM-ACKXN,sample6830,Skin
GTEX-1HSEH-0226-SM-ACKVV,sample6831,Adipose Tissue
GTEX-1HSEH-0326-SM-A9G26,sample6832,Muscle
GTEX-1HSEH-0426-SM-ACKVW,sample6833,Blood Vessel
GTEX-1HSEH-0826-SM-B2LXE,sample6834,Thyroid
GTEX-1HSEH-1326-SM-ADEI1,sample6835,Adipose Tissue
GTEX-1HSEH-1426-SM-B2LXF,sample6836,Esophagus
GTEX-1HSEH-1726-SM-B2LXH,sample6837,Colon
GTEX-1HSEH-1926-SM-A96SB,sample6838,Colon
GTEX-1HSGN-0003-SM-EZ6M3,sample6839,Blood
GTEX-1HSGN-0006-SM-ACKVH,sample6840,Blood
GTEX-1HSGN-0126-SM-CGQFU,sample6841,Adipose Tissue
GTEX-1HSGN-0226-SM-CGQFV,sample6842,Skin
GTEX-1HSGN-0326-SM-ACKXQ,sample6843,Muscle
GTEX-1HSGN-0526-SM-ADEHQ,sample6844,Blood Vessel
GTEX-1HSGN-0726-SM-A9G2F,sample6845,Thyroid
GTEX-1HSGN-0826-SM-ACKW3,sample6846,Skin
GTEX-1HSGN-0926-SM-CNNQM,sample6847,Heart
GTEX-1HSGN-1026-SM-CNPQ1,sample6848,Blood Vessel
GTEX-1HSGN-1126-SM-CJI4G,sample6849,Heart
GTEX-1HSGN-1226-SM-CGQFT,sample6850,Blood Vessel
GTEX-1HSGN-1626-SM-A96U2,sample6851,Esophagus
GTEX-1HSGN-1726-SM-B2LXX,sample6852,Esophagus
GTEX-1HSGN-1826-SM-CL54H,sample6853,Esophagus
GTEX-1HSGN-1926-SM-CMKGS,sample6854,Adipose Tissue
GTEX-1HSGN-2226-SM-A9SL6,sample6855,Colon
GTEX-1HSGN-2626-SM-CE6S1,sample6856,Colon
GTEX-1HSKV-0001-SM-EZ6M6,sample6857,Blood
GTEX-1HSKV-0006-SM-ARZL9,sample6858,Blood
GTEX-1HSKV-0011-R10b-SM-CMKH6,sample6859,Brain
GTEX-1HSKV-0011-R11b-SM-AHZ2E,sample6860,Brain
GTEX-1HSKV-0011-R1b-SM-CMKH7,sample6861,Brain
GTEX-1HSKV-0011-R5b-SM-ARZLN,sample6862,Brain
GTEX-1HSKV-0011-R8a-SM-CL54X,sample6863,Brain
GTEX-1HSKV-0126-SM-E6CI1,sample6864,Muscle
GTEX-1HSKV-0226-SM-A9SKJ,sample6865,Skin
GTEX-1HSKV-0326-SM-ADEJC,sample6866,Adipose Tissue
GTEX-1HSKV-0526-SM-COH38,sample6867,Blood Vessel
GTEX-1HSKV-0626-SM-CNPPL,sample6868,Blood Vessel
GTEX-1HSKV-0726-SM-ACKWE,sample6869,Heart
GTEX-1HSKV-0926-SM-CGQEM,sample6870,Blood Vessel
GTEX-1HSKV-1026-SM-B2LWK,sample6871,Thyroid
GTEX-1HSKV-1226-SM-ADEI4,sample6872,Skin
GTEX-1HSKV-1926-SM-CNPPN,sample6873,Adipose Tissue
GTEX-1HSKV-2326-SM-A9SL9,sample6874,Colon
GTEX-1HSKV-2426-SM-A8N8K,sample6875,Esophagus
GTEX-1HSKV-2626-SM-CNPPO,sample6876,Esophagus
GTEX-1HSKV-2926-SM-B2LWJ,sample6877,Brain
GTEX-1HSKV-3026-SM-A96SL,sample6878,Brain
GTEX-1HSMO-0002-SM-EZ6M4,sample6879,Blood
GTEX-1HSMO-0005-SM-ADEGW,sample6880,Blood
GTEX-1HSMO-0011-R10a-SM-CL54Y,sample6881,Brain
GTEX-1HSMO-0011-R1a-SM-CM2SV,sample6882,Brain
GTEX-1HSMO-0011-R2a-SM-CL553,sample6883,Brain
GTEX-1HSMO-0011-R9b-SM-CM2T2,sample6884,Brain
GTEX-1HSMO-0126-SM-CL547,sample6885,Skin
GTEX-1HSMO-0226-SM-CGQEZ,sample6886,Adipose Tissue
GTEX-1HSMO-0526-SM-ACKXB,sample6887,Muscle
GTEX-1HSMO-0626-SM-ACKXC,sample6888,Skin
GTEX-1HSMO-0726-SM-A96TM,sample6889,Thyroid
GTEX-1HSMO-1126-SM-CGQF2,sample6890,Heart
GTEX-1HSMO-1226-SM-CL548,sample6891,Heart
GTEX-1HSMO-1426-SM-CNNQN,sample6892,Adipose Tissue
GTEX-1HSMO-1726-SM-A9SKO,sample6893,Esophagus
GTEX-1HSMO-2526-SM-A9SKP,sample6894,Colon
GTEX-1HSMO-2926-SM-C1YR5,sample6895,Brain
GTEX-1HSMO-3026-SM-A9G3F,sample6896,Brain
GTEX-1HSMP-0006-SM-AHZ25,sample6897,Blood
GTEX-1HSMP-0126-SM-E6CJS,sample6898,Skin
GTEX-1HSMP-0226-SM-CGQFI,sample6899,Adipose Tissue
GTEX-1HSMP-0326-SM-A9SMC,sample6900,Muscle
GTEX-1HSMP-0526-SM-B2LXI,sample6901,Blood Vessel
GTEX-1HSMP-0826-SM-A9SKW,sample6902,Blood Vessel
GTEX-1HSMP-0926-SM-A9SKX,sample6903,Skin
GTEX-1HSMP-1126-SM-B2LXJ,sample6904,Adipose Tissue
GTEX-1HSMP-1826-SM-E9TIB,sample6905,Esophagus
GTEX-1HSMP-2326-SM-D3L8R,sample6906,Colon
GTEX-1HSMQ-0001-SM-EZ6M5,sample6907,Blood
GTEX-1HSMQ-0006-SM-ARU6N,sample6908,Blood
GTEX-1HSMQ-0226-SM-C1YQL,sample6909,Heart
GTEX-1HSMQ-0326-SM-D4P2J,sample6910,Blood Vessel
GTEX-1HSMQ-0426-SM-ADEIM,sample6911,Heart
GTEX-1HSMQ-0526-SM-A96TY,sample6912,Thyroid
GTEX-1HSMQ-0626-SM-CL54A,sample6913,Blood Vessel
GTEX-1HSMQ-1026-SM-ADEHU,sample6914,Adipose Tissue
GTEX-1HSMQ-1226-SM-CGQFX,sample6915,Skin
GTEX-1HSMQ-1326-SM-ADEHS,sample6916,Muscle
GTEX-1HSMQ-1426-SM-ADEHT,sample6917,Adipose Tissue
GTEX-1HSMQ-1626-SM-CGQFY,sample6918,Blood Vessel
GTEX-1HSMQ-1926-SM-A9G3O,sample6919,Esophagus
GTEX-1HSMQ-2026-SM-B2LY1,sample6920,Esophagus
GTEX-1HSMQ-2126-SM-CJI3E,sample6921,Esophagus
GTEX-1HSMQ-2526-SM-A9SMK,sample6922,Colon
GTEX-1HSMQ-2626-SM-A9SML,sample6923,Skin
GTEX-1HSMQ-2726-SM-C1YRE,sample6924,Colon
GTEX-1HT8W-0006-SM-A9G17,sample6925,Blood
GTEX-1HT8W-0011-R1b-SM-CJI3V,sample6926,Brain
GTEX-1HT8W-0011-R2a-SM-CMKH9,sample6927,Brain
GTEX-1HT8W-0011-R5b-SM-CJI3P,sample6928,Brain
GTEX-1HT8W-0011-R6a-SM-CM2SY,sample6929,Brain
GTEX-1HT8W-0011-R7b-SM-CMKH8,sample6930,Brain
GTEX-1HT8W-0011-R8b-SM-CM2SX,sample6931,Brain
GTEX-1HT8W-0126-SM-CNPPP,sample6932,Skin
GTEX-1HT8W-0226-SM-CMKGT,sample6933,Adipose Tissue
GTEX-1HT8W-0326-SM-CM2SG,sample6934,Muscle
GTEX-1HT8W-0526-SM-ACKW9,sample6935,Blood Vessel
GTEX-1HT8W-0626-SM-A9G2H,sample6936,Skin
GTEX-1HT8W-0726-SM-A9SLB,sample6937,Adipose Tissue
GTEX-1HT8W-1326-SM-CGQEN,sample6938,Heart
GTEX-1HT8W-1526-SM-CE6S3,sample6939,Thyroid
GTEX-1HT8W-1726-SM-CNNQB,sample6940,Heart
GTEX-1HT8W-1826-SM-ADEJD,sample6941,Blood Vessel
GTEX-1HT8W-2026-SM-CNNQC,sample6942,Esophagus
GTEX-1HT8W-2126-SM-ACKW7,sample6943,Esophagus
GTEX-1HT8W-3026-SM-CGQEO,sample6944,Brain
GTEX-1HUB1-0005-SM-ARL74,sample6945,Blood
GTEX-1HUB1-0011-R11b-SM-CE6SC,sample6946,Brain
GTEX-1HUB1-0011-R3b-SM-CKZOX,sample6947,Brain
GTEX-1HUB1-0011-R5a-SM-CKZOY,sample6948,Brain
GTEX-1HUB1-0011-R6b-SM-ARU6W,sample6949,Brain
GTEX-1HUB1-0226-SM-ADEHI,sample6950,Blood Vessel
GTEX-1HUB1-0326-SM-A9SKQ,sample6951,Adipose Tissue
GTEX-1HUB1-0426-SM-E9U4U,sample6952,Skin
GTEX-1HUB1-0526-SM-CL54N,sample6953,Muscle
GTEX-1HUB1-0626-SM-CYPR9,sample6954,Blood Vessel
GTEX-1HUB1-0726-SM-CGQF4,sample6955,Heart
GTEX-1HUB1-1226-SM-B2LWX,sample6956,Thyroid
GTEX-1HUB1-1426-SM-CGQF5,sample6957,Skin
GTEX-1HUB1-1526-SM-CGQF6,sample6958,Adipose Tissue
GTEX-1HUB1-2926-SM-ACKXA,sample6959,Brain
GTEX-1I19N-0006-SM-A9G18,sample6960,Blood
GTEX-1I19N-0011-R11b-SM-ARU6Y,sample6961,Brain
GTEX-1I19N-0011-R5b-SM-ARU6X,sample6962,Brain
GTEX-1I19N-0011-R6b-SM-CY8GC,sample6963,Brain
GTEX-1I19N-0011-R9a-SM-CMKHN,sample6964,Brain
GTEX-1I19N-0126-SM-CYPSF,sample6965,Skin
GTEX-1I19N-0226-SM-CE6ST,sample6966,Thyroid
GTEX-1I19N-0326-SM-ACKVX,sample6967,Skin
GTEX-1I19N-0426-SM-ACKVY,sample6968,Adipose Tissue
GTEX-1I19N-0626-SM-A9SKY,sample6969,Heart
GTEX-1I19N-1026-SM-A96TT,sample6970,Adipose Tissue
GTEX-1I19N-1926-SM-CM2TF,sample6971,Blood Vessel
GTEX-1I19N-2026-SM-ACKXJ,sample6972,Muscle
GTEX-1I19N-3026-SM-CL55E,sample6973,Brain
GTEX-1I1CD-0005-SM-ADEGY,sample6974,Blood
GTEX-1I1CD-0011-R10b-SM-CJI3W,sample6975,Brain
GTEX-1I1CD-0011-R2a-SM-CM2T3,sample6976,Brain
GTEX-1I1CD-0011-R6b-SM-CJI3Y,sample6977,Brain
GTEX-1I1CD-0011-R7a-SM-CMKHA,sample6978,Brain
GTEX-1I1CD-0011-R8b-SM-CJI3X,sample6979,Brain
GTEX-1I1CD-0011-R9a-SM-CMKHB,sample6980,Brain
GTEX-1I1CD-0126-SM-CM2TK,sample6981,Skin
GTEX-1I1CD-0226-SM-CM2TL,sample6982,Adipose Tissue
GTEX-1I1CD-0526-SM-CL55H,sample6983,Blood Vessel
GTEX-1I1CD-0626-SM-CE6SW,sample6984,Skin
GTEX-1I1CD-1026-SM-COH3G,sample6985,Adipose Tissue
GTEX-1I1CD-1226-SM-CNPQ2,sample6986,Blood Vessel
GTEX-1I1CD-1326-SM-A9SMM,sample6987,Heart
GTEX-1I1CD-1726-SM-A9G3P,sample6988,Esophagus
GTEX-1I1CD-2826-SM-A9SL4,sample6989,Colon
GTEX-1I1CD-2926-SM-A96SJ,sample6990,Brain
GTEX-1I1CD-3026-SM-B2LY2,sample6991,Brain
GTEX-1I1GP-0006-SM-A96RJ,sample6992,Blood
GTEX-1I1GP-0008-SM-EXUT6,sample6993,Skin
GTEX-1I1GP-0226-SM-CYPSC,sample6994,Blood Vessel
GTEX-1I1GP-0326-SM-CNPQ4,sample6995,Thyroid
GTEX-1I1GP-0626-SM-ARL7H,sample6996,Heart
GTEX-1I1GP-0726-SM-B2LVP,sample6997,Blood Vessel
GTEX-1I1GP-0826-SM-A96SD,sample6998,Heart
GTEX-1I1GP-0926-SM-COH3O,sample6999,Blood Vessel
GTEX-1I1GP-1026-SM-C1YRZ,sample7000,Esophagus
GTEX-1I1GP-1126-SM-ARL7I,sample7001,Esophagus
GTEX-1I1GP-1226-SM-A96SC,sample7002,Esophagus
GTEX-1I1GP-1326-SM-A9G28,sample7003,Skin
GTEX-1I1GP-1426-SM-ACKVZ,sample7004,Adipose Tissue
GTEX-1I1GP-2126-SM-CKZPJ,sample7005,Muscle
GTEX-1I1GP-2226-SM-CGQFK,sample7006,Skin
GTEX-1I1GP-2326-SM-CGQFL,sample7007,Adipose Tissue
GTEX-1I1GP-2826-SM-A9SKZ,sample7008,Colon
GTEX-1I1GQ-0005-SM-ARU6O,sample7009,Blood
GTEX-1I1GQ-0011-R11b-SM-CKZPA,sample7010,Brain
GTEX-1I1GQ-0011-R1a-SM-CY8GG,sample7011,Brain
GTEX-1I1GQ-0011-R5a-SM-CMKHJ,sample7012,Brain
GTEX-1I1GQ-0011-R6b-SM-CE6SE,sample7013,Brain
GTEX-1I1GQ-0011-R7a-SM-CJI41,sample7014,Brain
GTEX-1I1GQ-0011-R8a-SM-C1YRS,sample7015,Brain
GTEX-1I1GQ-0126-SM-COH3H,sample7016,Skin
GTEX-1I1GQ-0226-SM-COH3I,sample7017,Adipose Tissue
GTEX-1I1GQ-0326-SM-A9SKS,sample7018,Muscle
GTEX-1I1GQ-0526-SM-ARL7W,sample7019,Blood Vessel
GTEX-1I1GQ-0826-SM-CNNQR,sample7020,Thyroid
GTEX-1I1GQ-1026-SM-CNNQS,sample7021,Adipose Tissue
GTEX-1I1GQ-1226-SM-CL55J,sample7022,Heart
GTEX-1I1GQ-1326-SM-CM2TM,sample7023,Blood Vessel
GTEX-1I1GQ-1426-SM-B2LWY,sample7024,Heart
GTEX-1I1GQ-1526-SM-ACKVQ,sample7025,Blood Vessel
GTEX-1I1GQ-1626-SM-A9SKR,sample7026,Esophagus
GTEX-1I1GQ-1726-SM-B2LWZ,sample7027,Esophagus
GTEX-1I1GQ-3026-SM-CL55K,sample7028,Brain
GTEX-1I1GR-0006-SM-ARL75,sample7029,Blood
GTEX-1I1GR-0011-R11a-SM-CM2T5,sample7030,Brain
GTEX-1I1GR-0011-R3a-SM-CM2T4,sample7031,Brain
GTEX-1I1GR-0011-R4a-SM-CMKHC,sample7032,Brain
GTEX-1I1GR-0011-R5a-SM-CMKHD,sample7033,Brain
GTEX-1I1GR-0011-R6a-SM-CMKHI,sample7034,Brain
GTEX-1I1GR-0126-SM-CL55F,sample7035,Skin
GTEX-1I1GR-0226-SM-CMKHQ,sample7036,Adipose Tissue
GTEX-1I1GR-0326-SM-CKZPI,sample7037,Muscle
GTEX-1I1GR-0526-SM-CGQEP,sample7038,Blood Vessel
GTEX-1I1GR-1026-SM-A9SLC,sample7039,Heart
GTEX-1I1GR-1126-SM-A9G2I,sample7040,Thyroid
GTEX-1I1GR-1226-SM-ACKWA,sample7041,Esophagus
GTEX-1I1GR-1326-SM-ARU7B,sample7042,Esophagus
GTEX-1I1GR-1426-SM-CY8H8,sample7043,Esophagus
GTEX-1I1GR-1726-SM-COH39,sample7044,Adipose Tissue
GTEX-1I1GR-2226-SM-ARL7F,sample7045,Colon
GTEX-1I1GR-2526-SM-CNNQF,sample7046,Colon
GTEX-1I1GR-2926-SM-CNNQG,sample7047,Brain
GTEX-1I1GS-0005-SM-DHXIW,sample7048,Blood
GTEX-1I1GS-0011-R11a-SM-C1YRU,sample7049,Brain
GTEX-1I1GS-0011-R1a-SM-CJI43,sample7050,Brain
GTEX-1I1GS-0011-R2b-SM-CMKHG,sample7051,Brain
GTEX-1I1GS-0011-R3b-SM-CYPS7,sample7052,Brain
GTEX-1I1GS-0011-R5a-SM-CKZPC,sample7053,Brain
GTEX-1I1GS-0011-R6b-SM-CMKHE,sample7054,Brain
GTEX-1I1GS-0011-R7a-SM-CM2T6,sample7055,Brain
GTEX-1I1GS-0011-R8b-SM-CKZPE,sample7056,Brain
GTEX-1I1GS-0011-R9b-SM-CMKHF,sample7057,Brain
GTEX-1I1GS-0126-SM-B2LVW,sample7058,Skin
GTEX-1I1GS-0226-SM-B2LVX,sample7059,Adipose Tissue
GTEX-1I1GS-0326-SM-ARL7X,sample7060,Muscle
GTEX-1I1GS-0726-SM-C1YS7,sample7061,Thyroid
GTEX-1I1GS-0926-SM-A9SL5,sample7062,Adipose Tissue
GTEX-1I1GS-1226-SM-EXOHJ,sample7063,Blood Vessel
GTEX-1I1GS-2126-SM-ARU7G,sample7064,Esophagus
GTEX-1I1GS-2626-SM-B2LY3,sample7065,Skin
GTEX-1I1GT-0003-SM-EZ6M8,sample7066,Blood
GTEX-1I1GT-0005-SM-A9SK5,sample7067,Blood
GTEX-1I1GT-0326-SM-ADEI7,sample7068,Blood Vessel
GTEX-1I1GT-0526-SM-CGQEQ,sample7069,Adipose Tissue
GTEX-1I1GT-0626-SM-CGQER,sample7070,Skin
GTEX-1I1GT-0726-SM-B2LWN,sample7071,Muscle
GTEX-1I1GT-0826-SM-B2LWO,sample7072,Thyroid
GTEX-1I1GT-1026-SM-ARZLV,sample7073,Skin
GTEX-1I1GT-1326-SM-ACKWB,sample7074,Adipose Tissue
GTEX-1I1GT-1526-SM-ARL7K,sample7075,Esophagus
GTEX-1I1GT-1626-SM-B2LWR,sample7076,Esophagus
GTEX-1I1GT-1926-SM-ARU7D,sample7077,Colon
GTEX-1I1GT-2026-SM-CKZPK,sample7078,Colon
GTEX-1I1GU-0008-SM-EXUT7,sample7079,Skin
GTEX-1I1GU-0426-SM-ARL7Y,sample7080,Blood Vessel
GTEX-1I1GU-0626-SM-CMKHR,sample7081,Adipose Tissue
GTEX-1I1GU-0826-SM-ARZM5,sample7082,Thyroid
GTEX-1I1GU-0926-SM-ACKVS,sample7083,Skin
GTEX-1I1GU-1226-SM-A9SKT,sample7084,Esophagus
GTEX-1I1GU-1326-SM-ARZM6,sample7085,Esophagus
GTEX-1I1GU-1426-SM-B2LX3,sample7086,Esophagus
GTEX-1I1GU-1926-SM-ADEHK,sample7087,Blood Vessel
GTEX-1I1GU-2126-SM-CGQF9,sample7088,Muscle
GTEX-1I1GU-2226-SM-CGQFA,sample7089,Skin
GTEX-1I1GU-2326-SM-CGQFB,sample7090,Adipose Tissue
GTEX-1I1GV-0005-SM-AHZ27,sample7091,Blood
GTEX-1I1GV-0011-R10a-SM-CE6S6,sample7092,Brain
GTEX-1I1GV-0011-R11a-SM-CJI3Z,sample7093,Brain
GTEX-1I1GV-0011-R1a-SM-CL559,sample7094,Brain
GTEX-1I1GV-0011-R2a-SM-ARZLF,sample7095,Brain
GTEX-1I1GV-0011-R3a-SM-CL557,sample7096,Brain
GTEX-1I1GV-0011-R5b-SM-CKZPD,sample7097,Brain
GTEX-1I1GV-0011-R6b-SM-ARU6Q,sample7098,Brain
GTEX-1I1GV-0011-R7a-SM-ARU6R,sample7099,Brain
GTEX-1I1GV-0011-R9b-SM-ARZLE,sample7100,Brain
GTEX-1I1GV-0126-SM-CL55G,sample7101,Muscle
GTEX-1I1GV-0326-SM-ARL7L,sample7102,Blood Vessel
GTEX-1I1GV-0426-SM-ARZLX,sample7103,Adipose Tissue
GTEX-1I1GV-0526-SM-A9G29,sample7104,Skin
GTEX-1I1GV-0626-SM-ARL7M,sample7105,Skin
GTEX-1I1GV-0726-SM-ARZLY,sample7106,Thyroid
GTEX-1I1GV-1326-SM-A96SE,sample7107,Heart
GTEX-1I1GV-1426-SM-B2LXN,sample7108,Heart
GTEX-1I1GV-2026-SM-CNPQI,sample7109,Esophagus
GTEX-1I1GV-2226-SM-ARU7E,sample7110,Esophagus
GTEX-1I1GV-3026-SM-CNNR9,sample7111,Brain
GTEX-1I1GV-3126-SM-A96SF,sample7112,Brain
GTEX-1I1HK-0005-SM-ARZL8,sample7113,Blood
GTEX-1I1HK-0011-R10b-SM-CJI3M,sample7114,Brain
GTEX-1I1HK-0011-R11a-SM-B2LVN,sample7115,Brain
GTEX-1I1HK-0011-R1b-SM-CM2T7,sample7116,Brain
GTEX-1I1HK-0011-R5b-SM-ARU6S,sample7117,Brain
GTEX-1I1HK-0011-R6b-SM-CM2T9,sample7118,Brain
GTEX-1I1HK-0011-R8b-SM-E8VN9,sample7119,Brain
GTEX-1I1HK-0011-R9a-SM-CMKHK,sample7120,Brain
GTEX-1I1HK-0126-SM-COH49,sample7121,Skin
GTEX-1I1HK-0226-SM-COH4A,sample7122,Adipose Tissue
GTEX-1I1HK-0326-SM-ACKW5,sample7123,Muscle
GTEX-1I1HK-0526-SM-COH4B,sample7124,Blood Vessel
GTEX-1I1HK-0626-SM-CNPQM,sample7125,Heart
GTEX-1I1HK-0726-SM-B2LY4,sample7126,Heart
GTEX-1I1HK-0926-SM-B2LVY,sample7127,Blood Vessel
GTEX-1I1HK-2326-SM-CKZOH,sample7128,Skin
GTEX-1I1HK-2726-SM-AHZ2M,sample7129,Brain
GTEX-1I1HK-2826-SM-CKZPL,sample7130,Brain
GTEX-1I4MK-0002-SM-EZ6M9,sample7131,Blood
GTEX-1I4MK-0006-SM-A96RI,sample7132,Blood
GTEX-1I4MK-0126-SM-CY8G6,sample7133,Skin
GTEX-1I4MK-0426-SM-B2LWQ,sample7134,Esophagus
GTEX-1I4MK-0526-SM-ARL7N,sample7135,Esophagus
GTEX-1I4MK-0626-SM-ARZLZ,sample7136,Blood Vessel
GTEX-1I4MK-0726-SM-ACKWC,sample7137,Adipose Tissue
GTEX-1I4MK-0826-SM-A9G2J,sample7138,Esophagus
GTEX-1I4MK-1126-SM-B2LWS,sample7139,Colon
GTEX-1I4MK-2026-SM-B2LVR,sample7140,Adipose Tissue
GTEX-1I4MK-2126-SM-ADEI9,sample7141,Blood Vessel
GTEX-1I4MK-2226-SM-ACKWD,sample7142,Skin
GTEX-1I4MK-2326-SM-ADEHR,sample7143,Muscle
GTEX-1I6K6-0006-SM-ARZLA,sample7144,Blood
GTEX-1I6K6-0126-SM-A9SLE,sample7145,Skin
GTEX-1I6K6-0226-SM-ADEID,sample7146,Adipose Tissue
GTEX-1I6K6-0326-SM-CJI4A,sample7147,Muscle
GTEX-1I6K6-0526-SM-B2LVZ,sample7148,Blood Vessel
GTEX-1I6K6-0726-SM-B2LX4,sample7149,Thyroid
GTEX-1I6K6-1326-SM-ARZM7,sample7150,Esophagus
GTEX-1I6K6-1526-SM-CGQFC,sample7151,Adipose Tissue
GTEX-1I6K6-1726-SM-CGQFD,sample7152,Skin
GTEX-1I6K6-1826-SM-B2LX5,sample7153,Colon
GTEX-1I6K6-1926-SM-A96SN,sample7154,Colon
GTEX-1I6K6-2026-SM-CGQFE,sample7155,Esophagus
GTEX-1I6K7-0005-SM-ARL72,sample7156,Blood
GTEX-1I6K7-0226-SM-CJI46,sample7157,Adipose Tissue
GTEX-1I6K7-0326-SM-B2LXO,sample7158,Muscle
GTEX-1I6K7-0526-SM-ARL7P,sample7159,Blood Vessel
GTEX-1I6K7-0626-SM-ARL7Q,sample7160,Heart
GTEX-1I6K7-0826-SM-ACKWI,sample7161,Blood Vessel
GTEX-1I6K7-1126-SM-A96SW,sample7162,Thyroid
GTEX-1I6K7-1326-SM-ARZM1,sample7163,Esophagus
GTEX-1I6K7-1426-SM-B2LXP,sample7164,Esophagus
GTEX-1I6K7-1526-SM-A96SX,sample7165,Esophagus
GTEX-1I6K7-1826-SM-CGQFO,sample7166,Adipose Tissue
GTEX-1I6K7-1926-SM-B2LXR,sample7167,Skin
GTEX-1ICG6-0006-SM-A96RH,sample7168,Blood
GTEX-1ICG6-0426-SM-ARU7M,sample7169,Thyroid
GTEX-1ICG6-0626-SM-ACKWS,sample7170,Heart
GTEX-1ICG6-0726-SM-B2LY5,sample7171,Heart
GTEX-1ICG6-1226-SM-A9SLN,sample7172,Skin
GTEX-1ICG6-1726-SM-ARU7K,sample7173,Adipose Tissue
GTEX-1ICG6-1926-SM-ARU7L,sample7174,Esophagus
GTEX-1ICG6-2026-SM-CE6SX,sample7175,Esophagus
GTEX-1ICG6-2126-SM-CE6T2,sample7176,Esophagus
GTEX-1ICG6-2226-SM-B2LY7,sample7177,Colon
GTEX-1ICG6-2526-SM-CGQFZ,sample7178,Skin
GTEX-1ICG6-2626-SM-CGQG1,sample7179,Adipose Tissue
GTEX-1ICG6-2726-SM-CKZPN,sample7180,Muscle
GTEX-1ICG6-2926-SM-COH4C,sample7181,Blood Vessel
GTEX-1ICLY-0005-SM-A9G16,sample7182,Blood
GTEX-1ICLY-0126-SM-D4P36,sample7183,Skin
GTEX-1ICLY-0226-SM-ARL7R,sample7184,Adipose Tissue
GTEX-1ICLY-0326-SM-ARL7S,sample7185,Muscle
GTEX-1ICLY-0526-SM-A9G36,sample7186,Blood Vessel
GTEX-1ICLY-0726-SM-A96TB,sample7187,Thyroid
GTEX-1ICLY-0826-SM-CMKG1,sample7188,Skin
GTEX-1ICLY-0926-SM-CM2RJ,sample7189,Heart
GTEX-1ICLY-1126-SM-D4P37,sample7190,Blood Vessel
GTEX-1ICLY-1326-SM-CJI47,sample7191,Heart
GTEX-1ICLY-1426-SM-CJI48,sample7192,Adipose Tissue
GTEX-1ICLY-2226-SM-ARZM3,sample7193,Esophagus
GTEX-1ICLY-2326-SM-CL53F,sample7194,Esophagus
GTEX-1ICLZ-0011-R10a-SM-A9SM2,sample7195,Brain
GTEX-1ICLZ-0011-R11a-SM-CJI3N,sample7196,Brain
GTEX-1ICLZ-0011-R1b-SM-A9SM3,sample7197,Brain
GTEX-1ICLZ-0011-R4a-SM-CMKHL,sample7198,Brain
